"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","oit","ort","hid","hit","ct","gh","psyh","vamc","tbg","ih","stg","lccg","ddf","stag","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","sf","md","mc","si","pi","mi","fsa","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","ad","pw","wn","mn","hv","trma","xa","dv","tay","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","moti","ang","mxm","crv","relp","bc","chld","yad","adlt","fem","male","du","duo","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eih","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssa","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mpep","fed","sotp","dea","samf","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","fx","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Christiansburg Comprehensive Trt Ctr","Galax Treatment Center LLC","2100 Roanoke Street","Suite 1","Christiansburg","VA","24073","","Montgomery","540-322-3040","","","","http://www.ctcprograms.com/location/christiansburg-comprehensive-treatment-center/","37.1359045","-80.3692889","SU","1","1","1","1","1","1","1","1","","1","1","","","","","","","1","1","","1","1","","","1","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","1","1","","","","","","1","1","1","","1","","","1","1","1","1","","","","","","1","","","1","1","1","","","","","1","","1","","","","1","1","","1","1","","1","","1","1","1","","1","","","1","","","1","1","1","1","","","","1","","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","","","","","","1","1","","1","","1","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Area Comm Servs Board","Stafford Clinic","15 Hope Road","","Stafford","VA","22554","","Stafford","540-373-6876","","540-659-2725","","http://www.rappahannockareacsb.org","38.4256162","-77.4061383","SU","1","","","","1","","","1","","","","","","","","1","","","","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","1","","","","","","","1","","","","","1","1","1","1","1","","1","","","","","","","1","","","1","","","1","1","1","","","","","","","","","","","","","1","1","","","","","","","1","","","1","","","","","1","1","","","1","","","1","","1","1","1","1","","1","","","","1","","","","1","","1","1","1","1","","","","","","1","","1","","1","1","1","","1","","1","","","","","","","1","1","","1","","","1","1","1","","1","","","","","","","","","1","","1","1","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Valley Community Services","Floyd Clinic","260 Webbs Mill Road","","Floyd","VA","24091","","Floyd","540-745-2047","","540-961-8400","","http://www.nrvcs.org","36.9191246","-80.3250752","SU","1","","","","","","","1","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","","1","1","1","1","","1","","","","","","","1","","","","","","","","","","","1","","","","","","","1","","1","","","1","","1","1","","","1","","","","","1","1","","","1","1","","","","","1","1","1","","","","","","","","","","1","","1","","1","1","1","","","","1","1","","","","1","1","1","","","","1","","1","","1","","","1","","","1","","","","1","","","1","","","","","","","1","","1","1","","","","","","","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Valley Community Services","Montgomery Center","700 University City Boulevard","","Blacksburg","VA","24060","","Montgomery","540-961-8300","","540-961-8400","","http://www.nrvcs.org","37.2330071","-80.4311743","SU","1","","","","","","","1","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","","1","1","1","1","","1","","","","","","","1","","","1","","","","1","","","","1","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","1","1","","","1","1","","","","1","1","1","1","","","","","1","1","","1","","1","1","1","","1","1","1","","","1","1","1","","","","1","1","1","","","","1","","1","","1","","","1","","","1","","","","1","","","1","","","","","","","1","1","1","1","","","","","1","1","","1","","","","","1","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Area Comm Servs Board","King George Clinic","8479 Saint Anthonys Road","","King George","VA","22485","","King George","540-373-3223","","540-775-9879 x0","","http://www.rappahannockareacsb.org","38.2725357","-77.1948392","SU","1","","","","1","","","1","","","","","","","","1","","","","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","1","","","","","","","1","","","","","1","1","1","1","1","","1","","","","","","","1","","","1","","","1","1","1","","","","","","","","","","","","","1","1","","","","","","","1","","","1","","","","","1","1","","","1","","","1","","1","1","1","1","","1","","","","1","","","","1","","1","1","1","1","","","","","","1","","1","","1","1","1","","1","","1","","","","","","","1","1","","1","","","1","1","1","","1","","","","","","","","","1","","1","1","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SaVida Health","TASL Clinic","2609 Sheffield Drive","Suite 100","Blacksburg","VA","24060","","Montgomery","540-443-0114","","","","http://www.savidahealth.com","37.2199435","-80.4513559","SU","1","1","","","1","","1","1","1","1","","","","","","","","","","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","1","","","1","1","1","1","","","","","","1","","1","1","1","","","","","","1","","1","","","1","1","1","1","1","1","","1","","1","","","","","","","1","","","1","","1","1","1","1","1","1","","1","","","","","","","1","1","","","","","1","","","","","1","1","","","","","","1","1","","1","","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Piedmont Community Services","Patrick County Satellite Clinic","22280 Jeb Stuart Highway","","Stuart","VA","24171","","Patrick","276-694-4361 x104","Intakes","276-694-4361","276-694-4570","http://www.piedmontcsb.org","36.6277471","-80.1937727","SU","1","","","","1","","","1","","","","","","","","","","","1","","1","1","1","1","","","","","1","","","","","1","","1","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","","1","1","1","1","1","1","","","","","","","","","","","1","1","","","","","","1","","","","","","","1","1","","","1","","1","1","1","1","","1","","","","","1","1","","","1","","","1","","1","1","1","1","","1","","1","1","1","","","","1","1","1","","1","1","1","","","1","","1","","1","","1","1","1","","1","","1","","1","1","1","","","1","","","","","","","1","","","1","","","","","1","","","","1","1","1","","","","","","","1","","","","","1","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Middle Peninsula/Northern Neck CSB","Essex Counseling Center","330 Hospital Road","","Tappahannock","VA","22560","","Essex","804-333-3671","","","","http://www.mpnncsb.org","37.8990759","-76.8747535","SU","1","1","","","","","1","1","1","","","","","","","1","","","1","","1","1","1","","1","","","1","1","1","1","1","1","1","","1","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","","","","1","","","","","1","","","","","","","","","","","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","1","1","","","1","","","1","","1","1","1","1","","","","1","","","","1","","1","","1","1","1","1","1","","1","","1","1","","1","","1","1","1","","1","","","1","","1","","","1","1","","1","1","","","1","","","1","1","","","","","1","1","1","","1","1","1","","1","1","","","","1","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Carilion New River Valley Medical Ctr","Carilion Mental Health","2900 Lamb Circle Road","","Christiansburg","VA","24073","","Montgomery","540-731-2000","","800-284-8898","","http://www.carilionclinic.org/","37.0884097","-80.5060365","SU","1","1","","","1","1","","1","","","","","","","","","","","","","1","1","","1","","","1","","1","","","","1","1","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","","","","","1","1","1","1","1","1","","","","1","","1","1","1","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","","","","","","","1","1","1","1","","","1","1","1","1","","1","","1","1","1","","","","","","1","","","1","","1","","1","1","","1","","","1","1","","","1","","1","","","1","","1","1","1","1","","","1","1","","","","","","","1","1","","","1","","1","","1","1","","1","1","","","","1","","1","1","","1","","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"American Addiction Treatment Center","","5583 Mooretown Road","Suite B","Williamsburg","VA","23188","","James City","757-585-7611","","","","http://www.americanaddictiontreatmentcenter.net/","37.316472","-76.731635","SU","1","","1","","1","","","1","","","1","","","","","","","1","","","1","1","","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","","1","","","","","","","","","","","","","1","","1","1","1","","","","","","","","","","","","","1","1","1","","","1","1","1","","","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","1","","1","","","","","1","1","","1","1","1","1","1","","1","1","","1","","","1","1","","","1","1","1","","","","1","","","","","","1","","","","","","","","","","","","","","","1","1","","1","","1","","","","","","","","","","1","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Williamsburg Place","The William J Farley Center","5477 Mooretown Road","","Williamsburg","VA","23188","","James City","757-565-0106","","800-582-6066","","http://www.farleycenter.com","37.3139917","-76.7311158","SU","1","1","","","1","1","","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","","1","","","1","","","","","","1","","","","1","1","","","","","","1","","1","1","1","1","1","","","1","1","","1","1","","","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","","1","","","1","1","1","1","","","1","1","","1","","","1","1","1","1","","","","1","","1","","","","","1","1","1","1","","1","","","1","","","1","","1","1","1","","1","","1","1","1","1","1","1","","","","","1","","","","1","1","","","","","1","","","","1","","","1","","","1","","","","","","","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Winchester Community MH Center Inc","","105 Stony Pointe Way","Suite 210","Strasburg","VA","22657","","Shenandoah","540-535-1112","","","","http://winchestercmhc.com/","38.9812422","-78.3485316","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","","","","","","1","","","","","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","1","","","1","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","","1","","","","1","","","","","","1","1","1","1","","","1","1","","1","","","","","","","","","1","","","","","","","","","","","",""
"Colonial Behavioral Health","Child and Adolescent Services","921 Capital Landing Road","","Williamsburg","VA","23185","","James City","757-220-3200","Intakes","757-253-4047","757-253-4074","http://www.colonialbh.org","37.284581","-76.688007","SU","1","","","","","","","","","","","","1","","","","","","1","","1","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","","1","","","1","","","","","","","","","1","1","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","1","1","","","1","","1","1","1","1","1","","","1","","","1","","1","1","1","1","","","","","","","","1","","1","1","1","","1","1","1","","1","","","1","","1","","","1","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHG Franklin Treatment Center","BHG XLII LLC","1333 Carrsville Highway","","Franklin","VA","23851","","Franklin City","757-304-9857","","","","http://www.bhgrecovery.com","36.6878771","-76.9057373","SU","1","1","1","","1","","","1","","","1","","","","","","","1","1","","1","1","","","","1","","","1","","","","","1","","","","","","","","","","","","","","","1","","","","1","","","","","","1","1","1","","1","","1","1","","","","1","1","1","","","","1","","1","1","1","1","1","1","1","","","","","","","","","1","1","","","","","","1","","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","1","1","1","","1","","","","1","1","","1","1","","1","","1","1","1","","1","","","","1","","","1","1","","","","","1","","","","","","1","","","","","","","","","","","","1","1","","1","1","","","1","","","","","","","","1","1","1","1","1","1","","","1","","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Prince William County","Community Services","15941 Donald Curtis Drive","Suite 200","Woodbridge","VA","22191","","Prince William","703-792-4900","","703-792-7373","","http://www.pwcgov.org","38.6082283","-77.2955407","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","","","","","1","","1","1","1","1","","1","","","","","","","","","","","1","1","1","","","1","","1","","1","","1","","","","","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","","1","","1","1","1","1","1","1","","","1","1","","1","","1","1","1","","1","","1","","1","1","1","1","","","","1","","","1","","","1","1","","","1","","","","","1","","1","","1","1","","","","","","","","1","","","","","1","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
